sentence,doc
就 微电子 技术 来说 ， 在 短短 二十几年 间 就 走过 了 大规模 、 超 大规模 、 特大 规模 集成 时代 ， 现在 已经 进入 了 吉规模 集成 时代,Jiang1
也就是说 ， 在 一 张 普通 邮票 大小 （ 三百五十平方毫米 ） 的 硅片 上 可以 集成 几亿个 元件,Jiang1
电子计算机 已经 发展 到 第五代,Jiang1
上个月 ， 日本 在 美国 展出 了 每 秒 运算 速度 达 六千亿次 的 计算机 ， 这是 目前 世界 上 运算 速度 最 快 的 机型,Jiang1
高新技术 的 广泛 应用 ， 正在 深刻 改变 着 世界 社会 经济 的 面貌 ， 也 正在 深刻 改变 着 军事 斗争 的 面貌 ， 引发 了 军事 领域 一系列 革命性 变化,Jiang1
武器 装备 呈现 出 信息化 、 智能化 、 一体化 的 趋势 ， 各种 武器 装备 联结 为 一个 有机 体系 ， 远程 攻击 能力 大大 增强 ， 打击 精度 空前 提高 ， 杀伤力 成倍 增长,Jiang1
战争 形态 、 作战 样式 也 随之 出现 了 一些 新 的 特征 ， 全 纵深 作战 、 非线 式 作战 有 可能 成为 高技术 条件 下 战争 的 基本 交战 方式,Jiang1
过去 我们 讲陆 、 海 、 空 一体 ， 现在 已经 是 陆 、 海 、 空 、 天 一体 了 ， 特别是 争夺 信息 优势 、 取得 制 信息 权 将 成为 作战 的 重心 之一,Jiang1
军队 的 组织 结构 也 处在 重大 调整 改革 之中 ， 作战 部队 高度 合成 ， 趋于 小型化 、 轻型化 、 多样化 ， 指挥 体制 纵向 层次 减少 ， 更加 灵便 、 高效,Jiang1
同 这种 发展 趋势 相 适应 ， 世界 各 主要 国家 纷纷 加快 军队 现代化 建设 的 步伐 ， 形成 了 以 高技术 质量 建设 为 主要 标志 的 竞争 新 态势,Jiang1
照 此 态势 看 ， 到 二○一○年 左右 ， 世界 一些 主要 国家 和 地区 的 军队 建设 质量 可能 会 出现 新 的 飞跃,Jiang1
世界 军事 发展 的 强劲 势头 ， 对 我军 质量 建设 和 军事 斗争 准备 提出 了 严峻 挑战,Jiang1
海湾 战争 [ 1] 以后 ， 经过 几年 酝酿 ， 我们 于 一九九三年初 制定 了 新时期 军事 战略 方针 ， 把 军事 斗争 准备 的 基点 放 在 打 赢 现代 技术 特别是 高技术 条件 下 的 局部战争 上,Jiang1
在 这个 战略 方针 指导 下 ， 去年 又 提出 实现 我军 由 数量 规模 型 向 质量 效能 型 、 由 人力 密集型 向 科技 密集型 转变,Jiang1
这些 都是 完全 正确 的,Jiang1
在 这里 ， 我 要 郑重 地 向 同志 们 提出 ， 全军 各项 建设 和 一切 工作 ， 包括 军事训练 、 政治 工作 、 后勤 保障 、 国防 科研 等 ， 都 要 在 新时期 军事 战略 方针 指导 和 统揽 下 ， 立足 于 打 赢 未来 现代 技术 特别是 高技术 条件 下 的 局部战争 ， 周密 规划 ， 全面 部署 ， 深入 展开,Jiang1
也就是说 ， 全军 各项 建设 和 一切 工作 ， 都 要 服从 和 服务 于 这 一 战略 方针 的 需要 ， 都 要 为 确保 这 一 战略 方针 的 胜利 实施 做好 各 方面 的 充分 准备,Jiang1
全军 各个 部队 、 各级领导 机关 和 广大 指战员 ， 必须 迅速 掀起 并 形成 一个 广泛 、 深入 、 持久 地 学习 现代 科技 特别是 高技术 知识 的 热潮,Jiang1
要 把 这个 学习 同 学习 马克思列宁主义 、 毛泽东思想 、 邓小平 建设 有 中国 特色 社会主义 理论 ， 同 学习 毛泽东 军事 思想 、 邓小平 新时期 军队 建设 思想 紧密 结合 起来,Jiang1
在 学习 中 一定 要 发扬 “ 挤 ” 和 “ 钻 ” 的 精神 ， 一定 要 下 大 功夫 、 苦 功夫 、 硬功夫 ， 相互 切磋 、 相互 竞赛 ， 看 谁 学 得 多 、 学 得 好,Jiang1
理论 学习 和 业务 学习 真正 搞好 了 ， 思想 境界 就 会 提高 ， 团结 就 会 加强 ， 工作 就 会 打开 新 局面 ， 各种 消极 现象 和 歪风邪气 就 滋长 不 起来,Jiang1
总之 ， 学 与 不 学 ， 学 得 好 与 不好 ， 效果 是 大 不 一样 的,Jiang1
因此 ， 我 反复 强调 要 学习 、 学习 、 再 学习,Jiang1
如果 大家 都 有 了 正确 思想 理论 的 武装 ， 有 了 现代 科技 特别是 高技术 知识 的 武装 ， 我军 革命化 、 现代化 、 正规化 建设 就 有 了 根本 保障 ， 我军 的 建设 质量 和 战斗力 就 会 大大 提高 起来,Jiang1
现在 ， 我军 在 武器 装备 、 情报 侦察 、 通信 联络 、 指挥 控制 、 联合 作战 、 后勤 保障 等 一些 基本 方面 ， 与 西方 发达国家 军队 存在 较大 差距,Jiang1
邓小平 同志 早就 指出 ， 我们 军队 打 现代化 战争 的 能力 不够 ， 各级 干部 指挥 现代化 战争 的 能力 也 不够,Jiang1
这个 问题 到 现在 还 没有 根本 解决,Jiang1
因此 ， 迎接 世界 军事 发展 的 挑战 ， 是 我们 无法 回避 的 历史 责任,Jiang1
摆 在 全军 同志 面前 的 一 项 重要 任务 ， 就是 要 充分 利用 较 长 时期 内 大 仗 打 不 起来 和 国内 经济 快速 发展 的 有利 条件 ， 大力 推进 我军 质量 建设,Jiang1
首先 ， 要 从 我军 实际 出发 ， 面向 世界 ， 着眼 未来 ， 努力 发展 我们 的 军事 理论,Jiang1
先进 的 军事 理论 ， 历来 是 军队 建设 得以 健康 发展 的 必要条件 ， 是 战争 的 重要 制胜 因素,Jiang1
当代 军事 领域 的 深刻 变革 ， 推动 着 军事 理论 的 发展 和 创新,Jiang1
现在 ， 世界 各国 都 重视 军事 理论 研究 ， 军事 理论 领域 出现 了 十分 活跃 的 局面,Jiang1
关于 未来 军队 和 未来 战争 ， 或者 叫做 二十一世纪 军队 和 二十一世纪 战争 的 新 学说 新 观点 层出不穷 ， 酝酿 着 重大 理论 突破,Jiang1
这些 年 来 ， 我们 在 军事 理论 研究 方面 取得 了 一些 可喜 的 成果,Jiang1
但是 ， 应该 看到 ， 我们 的 军事 理论 研究 特别是 对 高技术 战争 的 研究 还 很 不 深入 、 很 不 系统 ， 有 分量 的 东西 还 不 多,Jiang1
有些 同志 只 看到 武器 装备 等 “ 硬件 ” 方面 的 落后 ， 而 往往 忽略 军事 理论 这 一 重要 “ 软件 ” 方面 的 差距 ， 对 发展 军事 理论 的 重要性 认识 不足 ， 缺乏 紧迫感,Jiang1
这个 认识 问题 不 解决 ， 将来 是 要 吃 大 亏 的,Jiang1
我军 在 长期 军事 实践 中 ， 形成 了 以 毛泽东 军事 思想 、 邓小平 新时期 军队 建设 思想 为 代表 的 具有 中国 特色 的 军事 科学 理论 ， 它 本质 上 是 一个 随着 实践 发展 而 不断 发展 的 军事 思想体系 ， 因而 具有 强大 生命力,Jiang1
我们 必须 坚持 以 毛泽东 军事 思想 、 邓小平 新时期 军队 建设 思想 为 指导 ， 紧密 结合 世界 军事 发展 和 我军 建设 实践 ， 解放 思想 ， 大胆 探索 ， 勇于 创新 ， 把 我们 的 军事 理论 研究 提高 到 一个 新 水平,Jiang1
要 注重 理论 研究 的 超前性 、 实用性 、 综合性 ， 着重 研究 世界 军事 发展 趋势 ， 探索 高技术 战争 的 特点 和 规律 ； 研究 立足 我军 现有 装备 克敌制胜 的 战略 战术 ， 特别 要 加强 研究 高技术 条件 下 的 人民战争 的 战略 思想 和 作战 方法 ； 研究 我军 建设 和 改革 中 的 重大 现实 问题 ， 寻求 解决 新 形势 下 的 矛盾 和 问题 的 思路 、 办法 ， 为 军队 建设 和 军事 斗争 准备 服务,Jiang1
第二 ， 迎接 世界 军事 发展 的 挑战 ， 要 千方百计 把 我军 的 武器 装备 搞 上去,Jiang1
这些 年 来 ， 我军 武器 装备 虽然 有 了 很 大 改进 ， 但 从 总体 上 看 ， 与 世界 发达国家 军队 武器 装备 的 水平 还有 很 大 差距,Jiang1
由于 国家 财力 紧张 ， 能 拿 出来 用于 武器 装备 发展 的 经费 还 有限,Jiang1
关键 是 要 把 有限 的 经费 使用 好 ， 确实 用于 必需 、 用 之 得当 ， 以 利于 发挥 出 最大 效益,Jiang1
我 看 ， 还是 要 坚持 科研 先行 ， 跟踪 世界 高技术 的 发展 ； 坚持 缩短 战线 、 突出 重点 ， 集中 人力 、 物力 、 财力 办 大事 ； 坚持 自力更生 为主 ， 有 选择 地 引进 关键 的 装备 和 技术,Jiang1
这里 ， 一个 重要 问题 ， 就是 要 理顺 武器 装备 的 科研 、 生产 、 购置 和 维修 等 方面 的 体制,Jiang1
体制 不 顺 ， 浪费 了 资金 ， 延误 了 时间 ， 这是 我们 长期以来 没有 解决 好的 老 问题,Jiang1
理顺 体制 不是 一天 两天 的 事 ， 在 现行 体制 下 ， 能否 搞 得 更 好 一点 ， 减少 损失 ， 提高 效益 ， 关键 在 管理,Jiang1
我们 在 经济 上 有 个 口号 ， 就是 向 管理 要 效益,Jiang1
在 国防 科研 和 生产 上 ， 我们 也 要 向 管理 要 效益,Jiang1
同样 的 人力 、 物力 、 财力 ， 管理 得 好 ， 就 会 事半功倍 ； 管理 得 不好 ， 就 会 事倍功半,Jiang1
科学管理 ， 是 兴国 之 道 ， 也是 兴军 之 道,Jiang1
过去 ， 周恩来 、 邓小平 和 聂荣臻 [ 2] 同志 经常 强调 要 加强 国防 科研 和 生产 的 管理,Jiang1
多年来 ， 国防 科技 战线 的 领导干部 、 专家 、 试验 部队 和 广大 职工 ， 发扬 自力更生 、 艰苦奋斗 、 无私 奉献 的 精神 ， 扎实 工作 ， 严谨 细致 ， 为 我国 国防 事业 和 军队 建设 作出 了 突出 贡献,Jiang1
我们 要 继续 发扬 这些 优良 传统 ， 加强 管理 ， 确保 质量,Jiang1
质量 问题 非常 重要 ， 特别是 尖端 的 东西 ， 不 讲 质量 ， 一个 小 零件 出问题 就 不得了,Jiang1
出 一次 大 事故 ， 就 损失 成百上千万元 甚至 上亿元,Jiang1
我们 国家 穷 ， 损失 不 起 呀,Jiang1
总之 ， 管理 要 天天 抓 ， 质量 要 天天 讲 ， 一刻 也 不能 放松,Jiang1
要 加强 军工 企业 的 质量 监督 ， 严 把 质量关,Jiang1
装备 发到 部队 后 ， 一定 要 维护 好,Jiang1
第三 ， 从 当前 世界 军事 发展 的 动向 看 ， 我军 体制 编制 不 合理 的 问题 也 比较 突出 ， 体制 编制 调整 改革 要 继续 积极 稳妥 地 进行,Jiang1
我们 以往 的 体制 编制 调整 改革 ， 有 许多 成功 的 经验 ， 也 有 不 成功 的 教训,Jiang1
有些 方面 之所以 改 来 改 去 而 效果 老是 不 明显 ， 很 重要 的 一个 原因 ， 就是 论证 不够 ， 或者 改革 方向 没有 错 、 但 配套 工作 没有 跟 上去,Jiang1
当然 ， 改革 是 一个 不断 探索 、 不断 完善 的 过程 ， 出现 某些 失误 在所难免 ， 我们 要 尽可能 地 论证 充分 一些 、 决策 科学 一些 ， 以 减少 失误,Jiang1
在 进行 总体 设计 时 ， 要 正确 认识 和 处理 继承 优良 传统 和 发展 创新 的 关系 、 借鉴 外军 经验 和 坚持 我军 特色 的 关系 、 军队 调整 改革 和 国家 整个 改革 的 关系 、 深化 改革 和 保持 部队 稳定 的 关系,Jiang1
总的说来 ， 就是 要 紧紧 围绕 建设 一 支 强大 的 现代化 、 正规化 的 革命 军队 这个 总 目标 ， 朝着 规模 适度 、 结构 合理 、 指挥 灵便 的 方向 努力 ， 要 体现 精兵 、 合成 、 高效 的 原则 ， 要 有利于 加强 集中 统一 领导 ， 有利于 军队 的 教育 训练 和 管理 ， 有利于 未来 作战 的 需要,Jiang1
要 把 重点 放 在 结构 调整 和 指挥 体制改革 上 ， 增强 部队 联合 作战 、 机动 作战 和 执行 多种 任务 的 能力,Jiang1
各级 领导干部 和 领导 机关 ， 必须 以 对 党 和 军队 高度 负责 的 精神 ， 从 大局 出发 ， 坚持 局部 利益 服从 整体 利益 ， 正确 对待 本 单位 本 系统 的 调整 精简 ， 正确 对待 个人 的 进退 去留 ， 坚决 执行 军委 的 决策,Jiang1
第四 ， 军事 理论 研究 的 成果 、 武器 装备 的 发展 和 体制 编制 调整 改革 ， 最终 都 要 通过 训练 才能 形成 现实 战斗力,Jiang1
因此 ， 必须 坚持 把 教育 训练 摆 在 战略 地位,Jiang1
在 一个 相当 长 时期 内 ， 我军 武器 装备 整体 上 还是 由 少量 先进 技术装备 和 大量 一般 技术装备 构成,Jiang1
立足 于 以 现有 装备 战胜 高技术 装备 的 强敌 ， 这是 我军 军事训练 的 基本 出发点,Jiang1
我们 常 讲 ， 要 增强 立足 于 现有 装备 克敌制胜 的 信心,Jiang1
信心 从 哪里 来 呢,Jiang1
归根到底 是 要 通过 训练 提高 战术 技术水平 ， 找到 对付 高技术 对手 的 办法,Jiang1
各级 党委 和 军政 主官 要 以 主要 精力 抓好 军事训练 ， 确保 军事训练 任务 落到实处,Jiang1
要 把 训练 任务 的 落实 情况 和 训练 质量 的 高低 ， 作为 检验 一级 党委 、 一 名 领导干部 水平 和 政绩 的 重要 标志,Jiang1
要 贯彻 训战 一致 的 原则 ， 着眼 于 提高 部队 的 整体 作战 能力 ， 从 难 、 从严 、 从 实战 需要 出发 摔打 部队 ， 防止 和 纠正 消极 保 安全 的 做法,Jiang1
训练 中 出 一些 事故 是 难免 的 ， 我们 要 尽可能 减少 事故 的 发生 ， 但 不能 因此 降低 训练 难度,Jiang1
今年 的 东南 沿海 演习 是 成功 的 ， 扬 了 国威 ， 壮 了 军威 ， 也是 对 我军 训练 水平 和 作战 能力 一次 很 好的 检验,Jiang1
要 认真 总结经验 ， 发扬 成绩 ， 克服 不足 ， 进一步 提高 我军 的 训练 质量,Jiang1
迎接 世界 新 军事 发展 的 挑战 ， 关键 在 人才,Jiang1
没有 一大批 高 素质 人才 ， 就 无法 掌握 新 的 武器 装备 ， 无法 创造 和 运用 新 的 战法 ， 也 就 不可能 赢得 未来 战争 的 胜利,Jiang1
人才 培养 是 长期 任务 ， 又是 当务之急,Jiang1
高新技术 装备 一下子 搞 不 上去 ， 但 人才 培养 要 先行,Jiang1
宁肯 让 人才 等 装备 ， 也 不能 让 装备 等 人才,Jiang1
要 通过 强化 部队 训练 和 院校 训练 ， 加大 人才 培养 的 力度 ， 特别是 要 培养 大批 懂得 高技术 知识 的 指挥 人才,Jiang1
注释,Jiang1
[ 1 ] 见 本 卷 《 关于 军事 战略 方针 和 国防 科技 问题 》 注〔 1〕,Jiang1
[ 2] 聂荣臻 （ 一八九九 —— 一九九二 ） ， 四川江津（今重庆江津）人,Jiang1
一九二三年 加入 中国共产党,Jiang1
曾 任 中共中央 委员 、 中央政治局 委员 、 中央军事委员会 副主席 ， 全国人民代表大会常务委员会 副委员长 等 职,Jiang1
一九五六年 起 任 国务院 副总理 ， 一九五八年 后 曾 兼任 国防部国防科学技术委员会 主任 、 国家科学技术委员会 主任 ， 长期 主管 科学技术 和 尖端 武器 研制 的 工作,Jiang1
( 1) 这是 江泽民 同志 在 中央军委 扩大会议 上 讲话 的 一部分,Jiang1
确立 和 完善 公有制 为 主体 、 多种 所有制 经济 共同 发展 的 基本 经济制度 ( 1 ),Jiang1
（ 一九九七年一月十七日 ）,Jiang1
公有制 为 主体 、 多种 所有制 经济 共同 发展 ， 是 我国 社会主义初级阶段 的 一 项 基本 经济制度,Jiang1
通过 改革 不断 完善 和 发展 这项 制度 ， 是 经济体制 改革 的 一 项 重大 任务,Jiang1
（ 一 ） 坚持 公有制 为 主体 、 多种 所有制 经济 共同 发展 ， 是 党 通过 长期 实践 总结 出来 的 基本 经验 ， 应该 确立 为 我国 社会主义初级阶段 的 一 项 基本 经济制度 ， 任何 情况 下 也 不能 动摇,Jiang1
确立 这项 基本 经济制度 是 由 两个 方面 决定 的 ： 一 是 我国 实行 社会主义制度 ， 必须 坚持 公有制 为 主体 ； 二 是 我国 处在 社会主义初级阶段 ， 必须 发展 多种 所有制 经济,Jiang1
在 坚持 公有制 为 主体 的 前提 下 ， 一切 符合 “ 三个 有利于 ” [ 1] 的 所有制 形式 都 应当 用来 为 社会主义 服务,Jiang1
（ 二 ） 改革 是 社会主义制度 的 自我 完善 和 发展,Jiang1
改革 就是 改变 那些 不 利于 生产力 解放 、 不 适应 生产力 发展 的 生产关系 和 上层建筑,Jiang1
完善 公有制 为 主体 、 多种 所有制 经济 共同 发展 的 基本 经济制度 ， 深化 国有 企业 改革 ， 是 经济体制 改革 的 中心 环节 ， 关系到 社会主义 市场经济 的 成败,Jiang1
（ 三 ） 在 新 形势 下 ， 要 全面 认识 公有制 经济 的 含义,Jiang1
从 资产 总量 上 看 ， 公有制 经济 不仅 包括 传统 意义 上 的 国有 经济 和 集体经济 ， 同时 应该 包括 混合 经济 中 的 国有 成分 和 集体所有制 成分,Jiang1
从 资产 形态 上 看 ， 公有制 不仅 包括 单一 形态 的 国有 经济 和 集体经济 ， 同时 应该 包括 国有 成分 和 集体所有制 成分 可以 对 其 资产 进行 控制 的 股份制 经济 和 股份 合作制 经济,Jiang1
改革开放 以来 ， 不仅 国有 经济 和 集体经济 有 了 明显 的 壮大 和 发展 ， 混合 经济 中 的 公有制 经济 同样 有 了 明显 的 壮大 和 发展,Jiang1
这是 改革 取得 的 成果,Jiang1
（ 四 ） 建国 以后 很 长 一段 时间 ， 由于 政策 的 偏差 ， 我们 曾 几次 在 所有制 结构 关系 问题 上 出现 冒进 、 而后 又 作 政策 调整 的 情况,Jiang1
实践 证明 ， 这种 调整 ， 看起来 是 “ 退 ” ， 实际上 是 一种 “ 进 ” ， 是 必要 的 ， 是 发展 生产力 的 需要,Jiang1
党 的 十一届 三中全会 以来 ， 我们 党 全面 总结 研究所有制 结构 关系 ， 制定 以 公有制 为 主体 、 多种 经济 成分 共同 发展 的 方针 ， 真正 走出 了 一 条 正确 的 路子 ， 消除 了 由于 所有制 结构 关系 不 合理 造成 的 生产力 羁绊 ， 大大 解放 和 发展 了 生产力,Jiang1
全党 应该 深刻 认识 和 汲取 这个 重大 经验 教训,Jiang1
（ 五 ） 对 公有制 的 主体 作用 ， 党 的 十四届 三中全会 通过 的 《 关于 建立 社会主义 市场经济 体制 若干 问题 的 决定 》 提出 了 三点 要求 、 一点 灵活,Jiang1
三点 要求 ， 即 ： 第一 ， 国家 和 集体所有 的 资产 在 社会 总 资产 中 占优势 ； 第二 ， 国有 经济 控制 国民经济 命脉 ； 第三 ， 国有 经济 对 经济 发展 起 主导 作用,Jiang1
一点 灵活 ， 即 ： 有的 地方 、 有的 产业 在 上述 三点 要求 上 ， 可以 有所 差别 ， 有 一定 灵活性,Jiang1
国家 和 集体所有 的 资产 占优势 ， 在 现阶段 就是 不仅 要 保持 量 的 优势 ， 更 应 注重 质 的 影响 ， 国有 经济 主导 作用 主要 应该 体现 在 控制力 上,Jiang1
（ 六 ） 要 从 战略 上 解决 国有 经济 布局 问题,Jiang1
涉及 国民经济 命脉 和 具有 全局 影响 的 行业 和 企业 ， 国有 经济 必须 成为 主体,Jiang1
这 既是 国家 经济 稳定 发展 的 需要 ， 也是 国家 经济 安全 的 需要,Jiang1
但是 ， 对 非 国民经济 命脉 和 不 具有 全局 影响 的 方面 ， 通过 资产 重组 和 结构 调整 ， 国有 经济 可以 适当 收缩 ， 把 国有 资产 和 资金 转移 到 国家 更 需要 、 更 重要 的 方面 去 ， 有的 还 可以 投入 到 与 其他 经济 成分 的 联合 经营 中 去,Jiang1
（ 七 ） 公有制 经济 要 寻找 能够 极大 促进 生产力 发展 的 实现 形式,Jiang1
公有制 的 实现 形式 可以 多样化 ， 这是 中央 早已 明确 的,Jiang1
在 这个 问题 上 ， 目前 的 认识 和 理论 障碍 主要 是 两个 ： 一 是 搞 股份制 是不是 搞 私有化 ， 一 是 股份 合作制 是 公有制 还是 私有制,Jiang1
（ 八 ） 不能 笼统 地 把 股份制 归结 为 私有 或 公有,Jiang1
马克思 、 恩格斯 、 列宁 有 三个 理论 观点 值得 我们 重视 ： 一 是 股份制 是 社会化 大 生产 发展 的 需要 ； 二 是 股份制 是 与 私人 资本 相 对立 的 ， 是 对 私人 资本 的 扬弃 ， 是 一种 社会 资本 ； 三 是 垄断 资本 的 金融 寡头 可以 通过 金融 手段 ， 利用 股份制 控制 比 自身 大 几倍 、 几十倍 的 股份 资本,Jiang1
因此 ， 可以 认为 ： 第一 ， 股份制 是 一种 现代 经济 发展 的 企业 组织形式 或 资本 组织形式 ， 资本主义 可以 用 ， 社会主义 同样 可以 用 ； 第二 ， 股份制 形式 有利于 所有权 和 经营权 的 分离 ， 有利于 提高 企业 的 或 资本 运作 的 效率 和 竞争 水平 ； 第三 ， 股份公司 的 所有制 性质 ， 关键 看 控股权 掌握 在 谁 手中,Jiang1
在 社会主义 条件 下 ， 在 公有制 为 主体 的 基础 上 ， 国家 可以 通过 金融 等 手段 以及 公股 掺入 ， 控制股份公司,Jiang1
（ 九 ） 股份 合作制 是 一种 新 的 公有性 所有制,Jiang1
目前 ， 我国 城乡 广泛 出现 了 劳动者 的 劳动 联合 和 资本 联合 为主 的 股份 合作制 经济 ， 这是 我国 经济 发展 实践 中 出现 的 新 事物 ， 应该 以 积极 态度 予以 支持,Jiang1
股份 合作制 不是 私有制 ， 是 一种 新 出现 的 所有制 形式 ， 具有 明显 的 社会性 、 公有性,Jiang1
要 鼓励 个别 资本 通过 股份 合作制 实现 投资 社会化,Jiang1
这 对 整个 生产力 的 发展 是 有利 的,Jiang1
（ 十 ） 完善 所有制 结构 是 一个 重大 而 又 敏感 的 涉及 经济制度 的 变革 ， 要 有 领导 有 步骤 地 进行 ， 既要 积极 又要 稳妥 ， 避免 一哄而起,Jiang1
要 鼓励 试验 ， 随时 总结经验 ， 注意 引导 ， 重点 是 抓好 规范,Jiang1
同时 ， 改革 的 进行 要 遵循 客观 经济 规律 ， 发挥 市场 机制 作用 ， 通过 结构 改组 来 实现 ， 避免 用 行政 办法 拔苗助长,Jiang1
注释,Jiang1
[ 1 ] 见 本 卷 《 走出 一 条 具有 中国 特色 的 国有 企业 改革 道路 》 注〔 2〕,Jiang1
( 1) 这是 江泽民 同志 在 中国共产党第十五次全国代表大会 文件 起草组 会议 上 讲话 的 要点,Jiang1
大力 发扬 艰苦奋斗 精神 ( 1 ),Jiang1
（ 一九九七年一月二十九日 ）,Jiang1
党 的 十一届 三中全会 以来 ， 党中央 和 邓小平 同志 一直 强调 ， 领导干部 必须 艰苦奋斗 ， 密切 联系群众 ， 崇尚 节俭 ， 厉行节约 ， 反对 铺张浪费,Jiang1
但是 ， 这个 问题 没有 引起 普遍 重视 ， 许多 地方 和 部门 抓 得 不够 ， 以至 奢侈 浪费 成风,Jiang1
奢侈 浪费 既是 消极 颓废 的 表现 ， 也是 腐败 问题 得以 产生 和 蔓延 的 温床,Jiang1
如果 现在 再不 引起 大家 高度 重视 ， 不 坚决 加以 整治 ， 后果 不堪设想,Jiang1
我国 人口 多 、 底子 薄 ， 人均 资源 少 ， 综合 国力 还 不 强 ， 在 前进 道路 上 面临 不少 困难 和 新 的 问题 ， 而且 还 面临 发达国家 经济 、 科技 占优势 的 压力,Jiang1
我们 要 实现 社会主义 现代化 ， 赶上 发达国家 的 水平 ， 必须 艰苦奋斗 几十年 乃至 更 长 时间,Jiang1
现在 ， 全国 还有 五千八百万 农村 人口 没有 解决 温饱 问题 ， 要 保证 全国 农村 贫困 人口 稳定 地 脱贫致富 ， 任务 十分 艰巨 ； 还有 相当 一部分 国有 企业 生产 经营 困难 ， 经济效益 不好 ， 全国 大概 有 几百万 职工 不能 按时 足额 领到 工资 ， 下岗待业 人员 增多,Jiang1
面对 这些 情况 ， 我们 各级 领导 机关 、 领导 同志 和 广大 干部 更 应该 自觉 发扬 艰苦奋斗 、 勤俭节约 的 精神 ， 没有 任何 理由 铺张浪费 、 挥霍 国家 和 人民 的 钱财,Jiang1
早 在 改革开放 之 初 ， 邓小平 同志 多次 用 革命战争 年代 和 六十年代初期 克服困难 的 经验 来 教育 全党 同志 和 各级 干部,Jiang1
他 说 ： “ 为什么 过去 很 困难 的 局面 我们 都 能 渡过,Jiang1
根本 的 问题 是 我们 的 干部 、 党员 同 人民群众 一块 苦,Jiang1
” [ 1] 历史 不能 简单 地 类比 ， 但 在 这 一点 上 是 共同 的 ， 就是 不管 是 艰苦 的 环境 ， 还是 生活 条件 比较 好 一点 ， 我们 的 干部 、 党员 都 要 跟 群众 同甘共苦 ， 同呼吸 、 共命运,Jiang1
这是 绝对 不可 更改 的,Jiang1
我们 不 提倡 平均主义 ， 但 总 要 时时刻刻 想到 群众,Jiang1
当前 ， 形势 总 的 是 好的 ， 但 在 前进 中 还 存在 困难 和 风险 ， 广大 党员 、 干部 首先 是 领导干部 要 头脑 清醒 ， 始终 保持 艰苦奋斗 的 优良 作风 ， 不 脱离 群众 ， 时刻 把 群众 的 安危 冷暖 放在心上,Jiang1
这样 ， 无论 遇到 什么 困难 和 风险 都是 可以 克服 的,Jiang1
这几年 ， 每当 遇到 自然灾害 ， 军队 的 同志 、 县 市 的 领导 同志 都 跑 到 第一线 ， 跟 群众 一起 抢险 救灾,Jiang1
这个 时候 ， 许多 老大爷 、 老大娘 很 自然 地 对比 旧社会 的 情景 ， 感到 共产党 确实 是 热爱 人民 的,Jiang1
春节 快要 到 了 ， 各级领导 同志 要 到 困难 企业 和 贫困 地区 去 ， 看望 慰问 工人 、 农民 和 知识分子,Jiang1
领导干部 在 任何 情况 下 都 要 密切 联系群众 ， 努力 帮助 人民群众 解决 生产 生活 中 的 实际 问题,Jiang1
千万 不要 忘记 群众 ， 千万 不要 脱离 群众,Jiang1
只要 我们 真心实意 同 人民群众 打成一片 ， 同 人民群众 一块 艰苦奋斗 ， 我们 的 事业 就 会 不断 从 胜利 走向 新 的 胜利,Jiang1
党 的 性质 和 肩负 的 历史 使命 ， 决定 了 我们 艰苦奋斗 的 本色,Jiang1
实现 党 的 崇高 理想 需要 经过 长 时间 的 奋斗 ， 广大 党员 、 干部 无论 在 什么 情况 下 都 要 发扬 艰苦奋斗 精神 ， 永不 停步 地 前进,Jiang1
这里 ， 我 想 重温 一下 毛泽东 同志 在 党 的 七届 二中全会 上 曾经 讲 过 的话 ： “ 因为 胜利 ， 党内 的 骄傲 情绪 ， 以 功臣 自居 的 情绪 ， 停顿 起来 不 求 进步 的 情绪 ， 贪图 享乐 不愿 再 过 艰苦 生活 的 情绪 ， 可能 生长,Jiang1
” 他 还 说 ： “ 敌人 的 武力 是 不能 征服 我们 的 ， 这点 已经 得到 证明 了,Jiang1
资产阶级 的 捧场 则 可能 征服 我们 队伍 中 的 意志 薄弱 者,Jiang1
可能 有 这样 一些 共产党人 ， 他们 是 不曾 被 拿 枪 的 敌人 征服 过 的 ， 他们 在 这些 敌人 面前 不愧 英雄 的 称号 ； 但是 经不起 人们 用 糖 衣 裹 着 的 炮弹 的 攻击 ， 他们 在 糖弹 面前 要 打败 仗,Jiang1
” [ 2] 这些 年 出现 的 一些 现象 表明 ， 在 党员 、 干部 队伍 中 ， 确 有 相当 一部分 意志 薄弱 者 ， 他们 在 改革开放 和 现代化 建设 取得 的 巨大 成就 面前 ， 头脑 变得 不 清醒 了,Jiang1
这个 教训 是 深刻 的,Jiang1
毛泽东 同志 还 曾 多次 要求 全党 同志 和 各级 干部 必须 坚持 勤俭 建国 的 方针,Jiang1
他 指出 ： “ 要 使 我国 富强 起来 ， 需要 几十年 艰苦奋斗 的 时间 ， 其中 包括 执行 厉行节约 、 反对 浪费 这样 一个 勤俭 建国 的 方针,Jiang1
” [ 3]可见 ， 建国 前 、 建国 初期 ， 毛泽东 同志 就 再三 强调 这个 问题,Jiang1
改革开放 以来 ， 邓小平 同志 也 反复 提醒 全党 ： “ 中国 搞 四个 现代化 ， 要 老老实实 地 艰苦 创业,Jiang1
